,Kingdom,Phylum,Class,Order,Family,Genus,Species,OTU,Lowest_Taxnomic_Rank,Label
FOTU_2160,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2160,unidentified,FOTU_2160_unidentified
FOTU_2161,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Farysia,itapuensis,FOTU_2161,Farysia_itapuensis,FOTU_2161_Farysia_itapuensis
FOTU_2162,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2162,Ascomycota,FOTU_2162_Ascomycota
FOTU_2163,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,unidentified,unidentified,FOTU_2163,Lentitheciaceae,FOTU_2163_Lentitheciaceae
FOTU_2164,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Erythrogloeaceae,Dendrostoma,castaneum,FOTU_2164,Dendrostoma_castaneum,FOTU_2164_Dendrostoma_castaneum
FOTU_2165,Fungi,Ascomycota,Sordariomycetes,Myrmecridiales,Myrmecridiaceae,Myrmecridium,schulzeri,FOTU_2165,Myrmecridium_schulzeri,FOTU_2165_Myrmecridium_schulzeri
FOTU_2166,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2166,Ascomycota,FOTU_2166_Ascomycota
FOTU_2167,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2167,unidentified,FOTU_2167_unidentified
FOTU_2168,Mocki,Mockmycota,Mockomycetes,Mockoales,Mockoaecea,Mock,mock1,FOTU_2168,mock1,FOTU_2168_Mock_mock1
FOTU_2169,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Zasmidium,rothmanniae,FOTU_2169,Zasmidium_rothmanniae,FOTU_2169_Zasmidium_rothmanniae
FOTU_2170,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cuniculitremaceae,Kockovaella,unidentified,FOTU_2170,Kockovaella,FOTU_2170_Kockovaella
FOTU_2171,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcosomataceae,Plectania,unidentified,FOTU_2171,Plectania,FOTU_2171_Plectania
FOTU_2172,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2172,unidentified,FOTU_2172_unidentified
FOTU_2173,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2173,unidentified,FOTU_2173_unidentified
FOTU_2174,Fungi,Ascomycota,Sordariomycetes,Togniniales,Togniniaceae,Phaeoacremonium,unidentified,FOTU_2174,Phaeoacremonium,FOTU_2174_Phaeoacremonium
FOTU_2175,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Montagnula,chromolaenicola,FOTU_2175,Montagnula_chromolaenicola,FOTU_2175_Montagnula_chromolaenicola
FOTU_2176,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Aplosporellaceae,Aplosporella,artocarpi,FOTU_2176,Aplosporella_artocarpi,FOTU_2176_Aplosporella_artocarpi
FOTU_2177,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Trichomerium,dioscoreae,FOTU_2177,Trichomerium_dioscoreae,FOTU_2177_Trichomerium_dioscoreae
FOTU_2178,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,unidentified,FOTU_2178,Pleosporales,FOTU_2178_Pleosporales
FOTU_2179,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Megasporoporia,setulosa,FOTU_2179,Megasporoporia_setulosa,FOTU_2179_Megasporoporia_setulosa
FOTU_2180,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2180,unidentified,FOTU_2180_unidentified
FOTU_2181,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2181,unidentified,FOTU_2181_unidentified
FOTU_2182,Mocki,Mockmycota,Mockomycetes,Mockoales,Mockoaecea,Mock,mock11,FOTU_2182,mock11,FOTU_2182_Mock_mock11
FOTU_2183,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,unidentified,unidentified,FOTU_2183,Didymellaceae,FOTU_2183_Didymellaceae
FOTU_2184,Viridiplantae,Anthophyta,Monocotyledonae,Poales,Cyperaceae,Carex,sorianoi,FOTU_2184,Carex_sorianoi,FOTU_2184_Carex_sorianoi
FOTU_2185,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Ramularia,collo-cygni,FOTU_2185,Ramularia_collo-cygni,FOTU_2185_Ramularia_collo-cygni
FOTU_2186,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Crepidotaceae,Crepidotus,tennesseensis,FOTU_2186,Crepidotus_tennesseensis,FOTU_2186_Crepidotus_tennesseensis
FOTU_2187,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Trimorphomycetaceae,Saitozyma,podzolica,FOTU_2187,Saitozyma_podzolica,FOTU_2187_Saitozyma_podzolica
FOTU_2188,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,unidentified,unidentified,FOTU_2188,Mycosphaerellaceae,FOTU_2188_Mycosphaerellaceae
FOTU_2189,Fungi,Ascomycota,Dothideomycetes,Aureoconidiellales,Aureoconidiellaceae,Aureoconidiella,foliicola,FOTU_2189,Aureoconidiella_foliicola,FOTU_2189_Aureoconidiella_foliicola
FOTU_2190,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2190,Fungi,FOTU_2190_Fungi
FOTU_2191,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2191,Fungi,FOTU_2191_Fungi
FOTU_2192,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Neodevriesiaceae,unidentified,unidentified,FOTU_2192,Neodevriesiaceae,FOTU_2192_Neodevriesiaceae
FOTU_2193,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Querciphoma,unidentified,FOTU_2193,Querciphoma,FOTU_2193_Querciphoma
FOTU_2194,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,FOTU_2194,Herpotrichiellaceae,FOTU_2194_Herpotrichiellaceae
FOTU_2195,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2195,unidentified,FOTU_2195_unidentified
FOTU_2196,Fungi,Basidiomycota,Microbotryomycetes,Microbotryomycetes_ord_Incertae_sedis,Chrysozymaceae,Sampaiozyma,unidentified,FOTU_2196,Sampaiozyma,FOTU_2196_Sampaiozyma
FOTU_2197,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2197,unidentified,FOTU_2197_unidentified
FOTU_2198,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pyrenophora,biseptata,FOTU_2198,Pyrenophora_biseptata,FOTU_2198_Pyrenophora_biseptata
FOTU_2199,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2199,unidentified,FOTU_2199_unidentified
FOTU_2200,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2200,unidentified,FOTU_2200_unidentified
FOTU_2201,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,brevisporum,FOTU_2201,Colletotrichum_brevisporum,FOTU_2201_Colletotrichum_brevisporum
FOTU_2202,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2202,Fungi,FOTU_2202_Fungi
FOTU_2203,Fungi,Basidiomycota,Agaricomycetes,Amylocorticiales,Amylocorticiaceae,Amyloxenasma,unidentified,FOTU_2203,Amyloxenasma,FOTU_2203_Amyloxenasma
FOTU_2204,Fungi,Ascomycota,Dothideomycetes,Microthyriales,Microthyriales_fam_Incertae_sedis,unidentified,unidentified,FOTU_2204,Microthyriales_fam_Incertae_sedis,FOTU_2204_Microthyriales_fam_Incertae_sedis
FOTU_2205,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2205,unidentified,FOTU_2205_unidentified
FOTU_2206,Viridiplantae,Anthophyta,Eudicotyledonae,Caryophyllales,Caryophyllaceae,Dianthus,engleri,FOTU_2206,Dianthus_engleri,FOTU_2206_Dianthus_engleri
FOTU_2207,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2207,unidentified,FOTU_2207_unidentified
FOTU_2208,Viridiplantae,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2208,Viridiplantae,FOTU_2208_Viridiplantae
FOTU_2209,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2209,unidentified,FOTU_2209_unidentified
FOTU_2210,Fungi,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,unidentified,FOTU_2210,Dothideomycetes,FOTU_2210_Dothideomycetes
FOTU_2211,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2211,Fungi,FOTU_2211_Fungi
FOTU_2212,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Sistotrema,brinkmannii,FOTU_2212,Sistotrema_brinkmannii,FOTU_2212_Sistotrema_brinkmannii
FOTU_2213,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Melanconidaceae,Melanconiella,hyperopta,FOTU_2213,Melanconiella_hyperopta,FOTU_2213_Melanconiella_hyperopta
FOTU_2214,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Neocatenulostroma,microsporum,FOTU_2214,Neocatenulostroma_microsporum,FOTU_2214_Neocatenulostroma_microsporum
FOTU_2215,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2215,unidentified,FOTU_2215_unidentified
FOTU_2216,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2216,unidentified,FOTU_2216_unidentified
FOTU_2217,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2217,unidentified,FOTU_2217_unidentified
FOTU_2218,Fungi,Ascomycota,Leotiomycetes,unidentified,unidentified,unidentified,unidentified,FOTU_2218,Leotiomycetes,FOTU_2218_Leotiomycetes
FOTU_2219,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Neopyrenochaetaceae,Neopyrenochaeta,telephoni,FOTU_2219,Neopyrenochaeta_telephoni,FOTU_2219_Neopyrenochaeta_telephoni
FOTU_2220,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Alatosessilispora,unidentified,FOTU_2220,Alatosessilispora,FOTU_2220_Alatosessilispora
FOTU_2221,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Stemphylium,unidentified,FOTU_2221,Stemphylium,FOTU_2221_Stemphylium
FOTU_2222,Fungi,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,unidentified,FOTU_2222,Dothideomycetes,FOTU_2222_Dothideomycetes
FOTU_2223,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2223,unidentified,FOTU_2223_unidentified
FOTU_2224,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,unidentified,unidentified,FOTU_2224,Cyphellophoraceae,FOTU_2224_Cyphellophoraceae
FOTU_2225,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2225,unidentified,FOTU_2225_unidentified
FOTU_2226,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2226,Fungi,FOTU_2226_Fungi
FOTU_2227,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,unidentified,FOTU_2227,Epicoccum,FOTU_2227_Epicoccum
FOTU_2228,Fungi,Basidiomycota,Exobasidiomycetes,Exobasidiales,Brachybasidiaceae,Meira,unidentified,FOTU_2228,Meira,FOTU_2228_Meira
FOTU_2229,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2229,unidentified,FOTU_2229_unidentified
FOTU_2230,Fungi,Basidiomycota,Exobasidiomycetes,Entylomatales,Entylomataceae,Entyloma,gaillardianum,FOTU_2230,Entyloma_gaillardianum,FOTU_2230_Entyloma_gaillardianum
FOTU_2231,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Anastomitrabeculiaceae,Anastomitrabeculia,didymospora,FOTU_2231,Anastomitrabeculia_didymospora,FOTU_2231_Anastomitrabeculia_didymospora
FOTU_2232,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2232,unidentified,FOTU_2232_unidentified
FOTU_2233,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Cyanodermella,unidentified,FOTU_2233,Cyanodermella,FOTU_2233_Cyanodermella
FOTU_2234,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,unidentified,FOTU_2234,Pleosporales,FOTU_2234_Pleosporales
FOTU_2235,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2235,unidentified,FOTU_2235_unidentified
FOTU_2236,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Neosetophoma,guiyangensis,FOTU_2236,Neosetophoma_guiyangensis,FOTU_2236_Neosetophoma_guiyangensis
FOTU_2237,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2237,unidentified,FOTU_2237_unidentified
FOTU_2238,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Tulasnellaceae,Tulasnella,helicospora,FOTU_2238,Tulasnella_helicospora,FOTU_2238_Tulasnella_helicospora
FOTU_2239,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,unidentified,FOTU_2239,Vishniacozyma,FOTU_2239_Vishniacozyma
FOTU_2240,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2240,unidentified,FOTU_2240_unidentified
FOTU_2241,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2241,unidentified,FOTU_2241_unidentified
FOTU_2242,Fungi,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,unidentified,FOTU_2242,Dothideomycetes,FOTU_2242_Dothideomycetes
FOTU_2243,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2243,Fungi,FOTU_2243_Fungi
FOTU_2244,Fungi,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,unidentified,FOTU_2244,Hypocreales,FOTU_2244_Hypocreales
FOTU_2245,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2245,unidentified,FOTU_2245_unidentified
FOTU_2246,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2246,unidentified,FOTU_2246_unidentified
FOTU_2247,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,unidentified,unidentified,FOTU_2247,Teratosphaeriaceae,FOTU_2247_Teratosphaeriaceae
FOTU_2248,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Sistotrema,diademiferum,FOTU_2248,Sistotrema_diademiferum,FOTU_2248_Sistotrema_diademiferum
FOTU_2249,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,polygoni,FOTU_2249,Erysiphe_polygoni,FOTU_2249_Erysiphe_polygoni
FOTU_2250,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Fitzroyomyces,unidentified,FOTU_2250,Fitzroyomyces,FOTU_2250_Fitzroyomyces
FOTU_2251,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,Geastrum,unidentified,FOTU_2251,Geastrum,FOTU_2251_Geastrum
FOTU_2252,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Neocladophialophora,quercina,FOTU_2252,Neocladophialophora_quercina,FOTU_2252_Neocladophialophora_quercina
FOTU_2253,Fungi,Ascomycota,Dothideomycetes,Myriangiales,Elsinoaceae,Elsinoe,unidentified,FOTU_2253,Elsinoe,FOTU_2253_Elsinoe
FOTU_2254,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Hannaella,sinensis,FOTU_2254,Hannaella_sinensis,FOTU_2254_Hannaella_sinensis
FOTU_2255,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Mycodiella,unidentified,FOTU_2255,Mycodiella,FOTU_2255_Mycodiella
FOTU_2256,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Ramularia,collo-cygni,FOTU_2256,Ramularia_collo-cygni,FOTU_2256_Ramularia_collo-cygni
FOTU_2257,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2257,unidentified,FOTU_2257_unidentified
FOTU_2258,Fungi,Basidiomycota,Agaricomycetes,Geastrales,unidentified,unidentified,unidentified,FOTU_2258,Geastrales,FOTU_2258_Geastrales
FOTU_2259,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2259,unidentified,FOTU_2259_unidentified
FOTU_2260,Fungi,Ascomycota,Pezizomycotina_cls_Incertae_sedis,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Ordus,tribrachiatus,FOTU_2260,Ordus_tribrachiatus,FOTU_2260_Ordus_tribrachiatus
FOTU_2261,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2261,unidentified,FOTU_2261_unidentified
FOTU_2262,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,sclerotigenum,FOTU_2262,Acremonium_sclerotigenum,FOTU_2262_Acremonium_sclerotigenum
FOTU_2263,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,Helicoma,unidentified,FOTU_2263,Helicoma,FOTU_2263_Helicoma
FOTU_2264,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Xenosonderhenia,syzygii,FOTU_2264,Xenosonderhenia_syzygii,FOTU_2264_Xenosonderhenia_syzygii
FOTU_2265,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Halotthiaceae,Sulcosporium,thailandicum,FOTU_2265,Sulcosporium_thailandicum,FOTU_2265_Sulcosporium_thailandicum
FOTU_2266,Fungi,Ascomycota,Leotiomycetes,Helotiales,Chaetomellaceae,Chaetomella,unidentified,FOTU_2266,Chaetomella,FOTU_2266_Chaetomella
FOTU_2267,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,australiana,FOTU_2267,Serendipita_australiana,FOTU_2267_Serendipita_australiana
FOTU_2268,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2268,unidentified,FOTU_2268_unidentified
FOTU_2269,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,sessilis,FOTU_2269,Cyphellophora_sessilis,FOTU_2269_Cyphellophora_sessilis
FOTU_2270,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Gloeoporus,taxicola,FOTU_2270,Gloeoporus_taxicola,FOTU_2270_Gloeoporus_taxicola
FOTU_2271,Viridiplantae,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2271,Viridiplantae,FOTU_2271_Viridiplantae
FOTU_2272,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Trichomerium,lapideum,FOTU_2272,Trichomerium_lapideum,FOTU_2272_Trichomerium_lapideum
FOTU_2273,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Efibula,yunnanensis,FOTU_2273,Efibula_yunnanensis,FOTU_2273_Efibula_yunnanensis
FOTU_2274,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2274,unidentified,FOTU_2274_unidentified
FOTU_2275,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,unidentified,FOTU_2275,Coprinopsis,FOTU_2275_Coprinopsis
FOTU_2276,Fungi,Basidiomycota,Agaricomycetes,Russulales,Lachnocladiaceae,unidentified,unidentified,FOTU_2276,Lachnocladiaceae,FOTU_2276_Lachnocladiaceae
FOTU_2277,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Rhytisma,americanum,FOTU_2277,Rhytisma_americanum,FOTU_2277_Rhytisma_americanum
FOTU_2278,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2278,unidentified,FOTU_2278_unidentified
FOTU_2279,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2279,unidentified,FOTU_2279_unidentified
FOTU_2280,Fungi,Ascomycota,Pezizomycotina_cls_Incertae_sedis,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,unidentified,unidentified,FOTU_2280,Pezizomycotina_fam_Incertae_sedis,FOTU_2280_Pezizomycotina_fam_Incertae_sedis
FOTU_2281,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2281,unidentified,FOTU_2281_unidentified
FOTU_2282,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Stephanosporaceae,Cristinia,unidentified,FOTU_2282,Cristinia,FOTU_2282_Cristinia
FOTU_2283,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2283,unidentified,FOTU_2283_unidentified
FOTU_2284,Fungi,Ascomycota,Sordariomycetes,Togniniales,Togniniaceae,Phaeoacremonium,unidentified,FOTU_2284,Phaeoacremonium,FOTU_2284_Phaeoacremonium
FOTU_2285,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2285,unidentified,FOTU_2285_unidentified
FOTU_2286,Fungi,Basidiomycota,Agaricomycetes,Russulales,Hericiaceae,unidentified,unidentified,FOTU_2286,Hericiaceae,FOTU_2286_Hericiaceae
FOTU_2287,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2287,unidentified,FOTU_2287_unidentified
FOTU_2288,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2288,unidentified,FOTU_2288_unidentified
FOTU_2289,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2289,Fungi,FOTU_2289_Fungi
FOTU_2290,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,disseminatus,FOTU_2290,Coprinellus_disseminatus,FOTU_2290_Coprinellus_disseminatus
FOTU_2291,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Phanerochaete,unidentified,FOTU_2291,Phanerochaete,FOTU_2291_Phanerochaete
FOTU_2292,Fungi,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,Microdochium,sorghi,FOTU_2292,Microdochium_sorghi,FOTU_2292_Microdochium_sorghi
FOTU_2293,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2293,unidentified,FOTU_2293_unidentified
FOTU_2294,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2294,unidentified,FOTU_2294_unidentified
FOTU_2295,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_2295,unidentified,FOTU_2295_unidentified
FOTU_2296,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Verhulstia,unidentified,FOTU_2296,Verhulstia,FOTU_2296_Verhulstia
FOTU_2297,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Stagonosporopsis,unidentified,FOTU_2297,Stagonosporopsis,FOTU_2297_Stagonosporopsis
